"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"887","의원","01_01_02_P","4430000","PHMA120044430014041100043","2004-11-20","","01","영업/정상","13","영업중","","","","","043-733-0075","","","충청북도 옥천군 청산면 지전리 29-6","충청북도 옥천군 청산면 지전길 39, 2층","29013","청산윤해한의원","2017-09-05 18:41:21","I","2018-08-31 23:59:59","한의원","271100.705504716","316357.321820808","한의원","1","0","0","152","301 303 302 308 305 304","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"888","의원","01_01_02_P","4430000","PHMA120054430014041100044","2005-03-04","","01","영업/정상","13","영업중","","","","","043-731-8575","","","충청북도 옥천군 옥천읍 금구리 172-8","충청북도 옥천군 옥천읍 삼금로 39, 2층","29038","소명비뇨기과의원","2017-09-05 18:41:21","I","2018-08-31 23:59:59","의원","250938.165070618","311393.051684237","의원","1","0","0","59","115 114","피부과, 비뇨의학과","","","","0","0","","","0","",
"889","의원","01_01_02_P","4430000","PHMA120054430014041100046","2005-10-31","","01","영업/정상","13","영업중","","","","","043-731-5975","","","충청북도 옥천군 옥천읍 금구리 172-14","충청북도 옥천군 옥천읍 삼금로 42","29038","마음사랑의원","2017-09-05 18:41:21","I","2018-08-31 23:59:59","의원","250975.342689966","311374.890389696","의원","1","0","0","208","103 102 101 114 113 111","내과, 신경과, 정신건강의학과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"890","의원","01_01_02_P","4430000","PHMA120064430014041100047","2006-02-14","","01","영업/정상","13","영업중","","","","","043-731-7733","","","충청북도 옥천군 옥천읍 금구리 142-5","충청북도 옥천군 옥천읍 삼금로 21, 2층","29038","온누리정신과의원","2017-09-05 18:41:21","I","2018-08-31 23:59:59","의원","250841.220687973","311271.752331457","의원","1","0","0","145","103 102","신경과, 정신건강의학과","","","","0","0","","","0","",
"891","의원","01_01_02_P","4430000","PHMA120094430014041100001","2009-05-26","","01","영업/정상","13","영업중","","","","","043-731-1075","","","","충청북도 옥천군 옥천읍 삼금로 6, 2층","29037","옥천한의원","2024-05-29 09:16:18","U","2024-05-31 02:40:00","한의원","250837.913320331","311074.514785567","한의원","1","0","0","115","301 302 303 304 306 308","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 침구과","","","","0","0","","","0","",
"892","의원","01_01_02_P","4430000","PHMA120094430014041100002","2009-06-03","","01","영업/정상","13","영업중","","","","","043-732-8275","","373-806","충청북도 옥천군 옥천읍 금구리 7번지 9호 (2층)","충청북도 옥천군 옥천읍 금장로 35-1, 2층","29038","이진옥 치과의원","2017-09-05 18:41:21","I","2018-08-31 23:59:59","치과의원","250983.58402695","311360.350072465","치과의원","1","0","0","191","205 202 206 201 204 207 208 210","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 예방치과","","","","0","0","","","0","",
"893","의원","01_01_02_P","4430000","PHMA119834430014041100007","1983-11-01","","01","영업/정상","13","영업중","","","","","043-732-5005","","","","충청북도 옥천군 군북면 증약1길 10-5","29001","옥천군군북면증약보건진료소","2015-11-27 17:15:28","I","2018-08-31 23:59:59","보건진료소","246260.580730375","315453.338879126","보건진료소","1","0","0","74","","","","","","0","0","","","0","",
"894","의원","01_01_02_P","4430000","PHMA119864430014041100008","1986-07-01","","01","영업/정상","13","영업중","","","","","043-732-5716","","","","충청북도 옥천군 군북면 석호길 5 (국원보건지소)","29004","옥천군군북면국원보건진료소","2015-11-27 17:17:13","I","2018-08-31 23:59:59","보건진료소","252875.006810659","317048.058690766","보건진료소","1","0","0","175","","","","","","0","0","","","0","",
"895","의원","01_01_02_P","4430000","PHMA119854430014041100003","1985-10-01","","01","영업/정상","13","영업중","","","","","043-732-5753","","","","충청북도 옥천군 군북면 비야대정로 733 (대정보건진료소)","29002","옥천군군북면대정보건진료소","2015-11-27 17:20:03","I","2018-08-31 23:59:59","보건진료소","248457.77509396","320526.717723084","보건진료소","1","0","0","200","","","","","","0","0","","","0","",
"896","의원","01_01_02_P","4430000","PHMA119834430014041100008","1983-03-03","","01","영업/정상","13","영업중","","","","","043-732-9066","","","","충청북도 옥천군 청성면 산계길 49 (청성면보건소)","29017","옥천군청성면보건지소","2017-09-05 18:41:21","I","2018-08-31 23:59:59","보건지소","268148.876246972","314331.341069358","보건지소","2","0","0","445","","","","","","0","0","","","0","",
"897","의원","01_01_02_P","5710000","PHMA120165710109041100014","2016-07-06","","01","영업/정상","13","영업중","","","","","043-902-0088","","","","충청북도 청주시 청원구 향군로 129, 201호 (내덕동, 두봉빌딩)","28485","아름가정의학과의원","2017-09-05 18:37:23","I","2018-08-31 23:59:59","의원","242882.616415873","350621.012932578","","","","","","","","","","","","","","","","",
"898","의원","01_01_02_P","5710000","PHMA119864360069041100016","1986-10-28","","01","영업/정상","13","영업중","","","","","043-256-1221","","","충청북도 청주시 상당구 석교동 140번지 성원한의원","충청북도 청주시 상당구 청남로 2194-1, 성원한의원 (석교동)","28711","성원한의원","2024-04-11 20:15:07","U","2024-04-13 02:40:00","한의원","243847.861120065","347478.871116909","한의원","2","0","0","0","301 302 303 308 304 305","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과","","","","0","0","","","0","",
"899","의원","01_01_02_P","4470000","PHMA119974470017041100001","1997-04-30","","01","영업/정상","13","영업중","","","","","043-873-3436","","369-807","충청북도 음성군 음성읍 읍내리 326번지 10호","충청북도 음성군 음성읍 시장로 84","27696","푸른치과의원","2025-03-12 15:51:58","U","2025-03-14 02:40:00","치과의원","261694.740575723","381745.266154472","치과의원","1","0","0","195","411 410 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0","",
"900","의원","01_01_02_P","4470000","PHMA119974470017041100002","1997-05-06","","01","영업/정상","13","영업중","","","","","043-873-3760","","369-806","충청북도 음성군 음성읍 읍내리 497번지 7호","충청북도 음성군 음성읍 중앙로 119, 1층","27695","효성가정의학과의원","2017-09-05 18:41:51","I","2018-08-31 23:59:59","의원","261310.664666667","381704.243666666","의원","0","0","0","169","122 101 111 105","내과, 정형외과, 소아청소년과, 가정의학과","","","","0","0","","","0","",
"901","의원","01_01_02_P","4400000","PHMA119884400020041100009","1988-01-01","","01","영업/정상","13","영업중","","","","","043-641-3266","","","충청북도 제천시 수산면 도전리 172번지 1호","충청북도 제천시 수산면 오티로 276 (도전보건진료소)","27217","도전보건진료소","2020-11-19 09:51:09","U","2020-11-21 02:40:00","보건진료소","305104.379460541","384602.641334786","보건진료소","1","0","0","127","","","","","","0","0","","","0","",
"902","의원","01_01_02_P","4400000","PHMA119884400020041100010","1988-01-01","","01","영업/정상","13","영업중","","","","","043-641-3267","","","충청북도 제천시 수산면 대전리 173번지 2호","충청북도 제천시 수산면 인삼로 531 (대전보건진료소)","27220","대전보건진료소","2020-11-19 09:56:30","U","2020-11-21 02:40:00","보건진료소","310354.199998279","378817.569204268","보건진료소","1","0","0","140","","","","","","0","0","","","0","",
"903","의원","01_01_02_P","4400000","PHMA119884400020041100011","1988-01-01","","01","영업/정상","13","영업중","","","","","043-641-3269","","","충청북도 제천시 덕산면 월악리 575번지 3호","충청북도 제천시 덕산면 월악산로4길 31","27225","월악보건진료소","2020-11-19 09:58:55","U","2020-11-21 02:40:00","보건진료소","301326.129934738","377111.31915956","보건진료소","1","0","0","132","","","","","","0","0","","","0","",
"904","의원","01_01_02_P","4400000","PHMA119884400020041100012","1988-01-01","","01","영업/정상","13","영업중","","","","","043-641-3268","","","충청북도 제천시 덕산면 도기리 479번지 1호","충청북도 제천시 덕산면 도기길 49 (도기보건진료소)","27224","도기보건진료소","2020-11-19 10:01:43","U","2020-11-21 02:40:00","보건진료소","309067.102066603","375682.585732054","보건진료소","1","0","0","124","","","","","","0","0","","","0","",
"905","의원","01_01_02_P","4400000","PHMA119884400020041100013","1988-01-01","","01","영업/정상","13","영업중","","","","","043-641-3270","","","충청북도 제천시 백운면 화당리 61번지 1호","충청북도 제천시 백운면 화당로2길 15 (화당보건진료소)","27100","화당보건진료소","2020-11-19 10:03:06","U","2020-11-21 02:40:00","보건진료소","287662.551099043","408232.727293618","보건진료소","1","0","0","171","","","","","","0","0","","","0","",
"906","의원","01_01_02_P","4400000","PHMA119884400020041100014","1988-01-01","","01","영업/정상","13","영업중","","","","","043-641-3263","","","충청북도 제천시 봉양읍 마곡리 570번지 2호","충청북도 제천시 봉양읍 국사봉로7길 15 (마곡보건진료소)","27118","마곡보건진료소","2020-11-19 13:08:30","U","2020-11-21 02:40:00","보건진료소","299280.182821985","399181.251833634","보건진료소","1","0","0","142","","","","","","0","0","","","0","",
"907","의원","01_01_02_P","5710000","PHMA120175710107041100006","2017-11-15","","01","영업/정상","13","영업중","","","","","043-272-2875","","","충청북도 청주시 서원구 사창동 222번지 7호","충청북도 청주시 서원구 사직대로 115, 7층 (사창동)","28568","청주올바른치과의원","2022-03-04 08:15:06","U","2022-03-06 02:40:00","치과의원","241104.922972417","348323.502003043","치과의원","2","0","0","399.48","411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0","",
"908","의원","01_01_02_P","5710000","PHMA120044360079041100003","2004-06-30","","01","영업/정상","13","영업중","","","","","043-237-0300","","","","충청북도 청주시 서원구 장전로6번길 32, 2,3층 (성화동)","28614","삼성연합소아청소년과의원","2023-01-13 03:43:58","U","2023-05-26 08:48:36","의원","239968.905717185","346294.711571118","의원","3","0","0","266.52","101 111 113 114","내과, 소아청소년과, 이비인후과, 피부과","","","","0","0","","","0","",
"909","의원","01_01_02_P","5710000","PHMA120175710108041100017","2017-12-29","","01","영업/정상","13","영업중","","","","","043-716-0123","","","","충청북도 청주시 흥덕구 2순환로 1240, 8층 (강서동)","28377","리라클의원","2025-03-13 20:45:22","U","2025-03-15 02:40:00","의원","238394.987222078","347229.501547516","의원","1","0","0","410.95","108 114","성형외과, 피부과","","","","0","0","","","0","",
"910","의원","01_01_02_P","5710000","PHMA120114360079041100026","2011-06-30","","01","영업/정상","13","영업중","","","","","231-8844","","","충청북도 청주시 흥덕구 복대동 3379 신영지웰시티","충청북도 청주시 흥덕구 대농로 43, 321호 (복대동, 신영지웰시티)","28424","수이비인후과의원","2023-09-20 17:38:56","U","2023-09-22 02:40:00","의원","237951.599011839","349264.552038844","의원","1","0","0","147.67","113 101 111","내과, 소아청소년과, 이비인후과","","","","0","0","","","0","",
"911","의원","01_01_02_P","5710000","PHMA120165710108041100015","2016-07-25","","01","영업/정상","13","영업중","","","","","043-264-5500","","","충청북도 청주시 흥덕구 복대동 162번지 1호","충청북도 청주시 흥덕구 내수동로 2, 401호 (복대동)","28595","미소톡의원","2020-03-14 00:14:05","U","2020-03-17 02:40:00","의원","239975.388264063","348163.565387691","의원","1","0","0","184.53","114 108","성형외과, 피부과","","","","0","0","","","0","",
"912","의원","01_01_02_P","5710000","PHMA120064410018041100015","2006-12-12","","01","영업/정상","13","영업중","","","","","287-7582","","360-874","충청북도 청주시 상당구 미원면 미원리 438번지 20호","충청북도 청주시 상당구 미원면 단재로 2411, 2층","28199","삼성의원","2024-03-28 22:45:40","U","2024-03-30 02:40:00","의원","258469.130270668","348030.599484105","의원","3","0","0","0","101","내과","","","","0","0","","","0","",
